Identificador de la publicación,Identificador de la cuenta,Nombre de usuario de la cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Alcance,Me gusta,Veces que se compartió,Visitas al perfil,Respuestas,Navegación,Clics en el enlace,Seguimientos,Toques en stickers,Visualizaciones,sentimiento,hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoría
1.843757843206876e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Puedes poner
atención a
tus sueños!",0.0,11/07/2024 09:51,<NA>,Historia de Instagram,nan,Total,160.0,0.0,0.0,nan,0.0,150.0,nan,nan,nan,165.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8262427884252572e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,27.0,11/07/2024 09:47,<NA>,Historia de Instagram,nan,Total,185.0,3.0,0.0,nan,0.0,173.0,nan,nan,nan,186.0,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.79273980588579e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Una hada
madrina me
trajo un regalo
de Brasil
¡Gracias!",0.0,11/07/2024 09:46,<NA>,Historia de Instagram,nan,Total,314.0,1.0,0.0,1.0,0.0,301.0,nan,nan,nan,329.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.784602182032612e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Ya estamos 
a mitad de
semana!",0.0,11/06/2024 05:57,<NA>,Historia de Instagram,nan,Total,4597.0,7.0,0.0,18.0,0.0,4758.0,nan,nan,nan,4811.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8072687724546136e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Buen inicio 
de semana",0.0,11/04/2024 16:27,<NA>,Historia de Instagram,nan,Total,3543.0,4.0,0.0,36.0,0.0,3677.0,nan,nan,nan,3674.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7850722472326874e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Día de
disfrutar de
nuestras 
tradiciones",0.0,11/02/2024 12:44,<NA>,Historia de Instagram,nan,Total,11807.0,14.0,0.0,61.0,2.0,12136.0,nan,nan,nan,12336.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7909068917043832e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Mi época del año favorita!,3.0,10/31/2024 14:54,<NA>,Historia de Instagram,nan,Total,1604.0,4.0,0.0,7.0,0.0,1421.0,nan,nan,nan,1674.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7988814685587972e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Buen 
finde!",0.0,10/26/2024 15:37,<NA>,Historia de Instagram,nan,Total,8236.0,13.0,0.0,35.0,2.0,8511.0,nan,nan,nan,8406.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.800987427446297e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,15.0,10/24/2024 16:56,<NA>,Historia de Instagram,nan,Total,165.0,1.0,0.0,1.0,0.0,168.0,nan,nan,nan,170.0,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8341338525127784e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/24/2024 16:55,<NA>,Historia de Instagram,nan,Total,181.0,0.0,0.0,nan,0.0,175.0,nan,nan,nan,183.0,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7853005409265796e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/24/2024 16:55,<NA>,Historia de Instagram,nan,Total,284.0,3.0,0.0,nan,0.0,281.0,nan,nan,2.0,290.0,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.846926266501942e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡He tenido un par de semanas muy ocupadas, por fin pude tomarme un tiempo para saludarte!",0.0,10/23/2024 09:14,<NA>,Historia de Instagram,nan,Total,5244.0,9.0,0.0,47.0,1.0,5220.0,nan,nan,nan,5383.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7893072272017102e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Mañana voy
A hacer un live!",5.0,10/21/2024 17:49,<NA>,Historia de Instagram,nan,Total,475.0,3.0,0.0,1.0,0.0,464.0,nan,nan,nan,493.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7936336714920996e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Feliz 
viernes!",0.0,10/18/2024 07:47,<NA>,Historia de Instagram,nan,Total,4127.0,7.0,0.0,26.0,2.0,4397.0,nan,nan,nan,4365.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7936420636923934e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Ya es 
mitad de
semana!",0.0,10/16/2024 14:21,<NA>,Historia de Instagram,nan,Total,2959.0,4.0,0.0,32.0,0.0,3139.0,nan,nan,nan,3119.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8072412228604456e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Feliz inicio
de semana! Que tus
sueños te
acompañen 🙌",0.0,10/14/2024 10:55,<NA>,Historia de Instagram,nan,Total,6414.0,14.0,0.0,39.0,0.0,6475.0,nan,nan,nan,6545.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.805520836885616e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Disfrutando
el sábado 😋",0.0,10/12/2024 16:42,<NA>,Historia de Instagram,nan,Total,10792.0,10.0,0.0,77.0,1.0,11414.0,nan,nan,nan,11324.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.805807552574499e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Buen
Finde!",0.0,10/11/2024 13:24,<NA>,Historia de Instagram,nan,Total,6287.0,8.0,0.0,38.0,0.0,6589.0,nan,nan,nan,6518.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803114479325335e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Buen inicio 
de semana",0.0,10/07/2024 09:35,<NA>,Historia de Instagram,nan,Total,2089.0,3.0,0.0,17.0,0.0,2180.0,nan,nan,nan,2143.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8032139281065904e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Comencé el día registrando mis sueños y preparándome para explorarlos con el equipo de doulas que estamos capacitando para @ekrmexico  y @espaciofim,0.0,10/05/2024 08:21,<NA>,Historia de Instagram,nan,Total,4362.0,3.0,0.0,44.0,0.0,4251.0,nan,nan,nan,4487.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7981487989738152e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Hoy me tocó guiar una meditación para conectar con nuestros ancestros en el entrenamiento presencial para @ekrmexico  y @espaciofim,0.0,10/03/2024 17:11,<NA>,Historia de Instagram,nan,Total,3076.0,11.0,0.0,10.0,2.0,3114.0,nan,nan,nan,3168.0,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7965219742677032e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Escribí mi intención
en mi diario de sueños
y al despertar registré
mi sueño",15.0,01/01/2024 09:56,<NA>,Historia de Instagram,nan,Total,517.0,2.0,0.0,1.0,1.0,506.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.792138934683456e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Uno de mis
propósitos fue
tener un sueño que
me guíe en este 2024",15.0,01/01/2024 09:53,<NA>,Historia de Instagram,nan,Total,715.0,2.0,0.0,2.0,0.0,709.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.802374766601825e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,2.0,03/27/2024 07:34,<NA>,Historia de Instagram,nan,Total,111.0,0.0,0.0,1.0,0.0,104.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803507985988165e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,8.0,03/27/2024 07:34,<NA>,Historia de Instagram,nan,Total,121.0,0.0,0.0,nan,0.0,119.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.805457559956789e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,7.0,03/27/2024 07:34,<NA>,Historia de Instagram,nan,Total,138.0,0.0,0.0,1.0,0.0,136.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8036354016798424e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,6.0,03/27/2024 07:34,<NA>,Historia de Instagram,nan,Total,225.0,0.0,0.0,2.0,0.0,222.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8013741961197036e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,5.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,100.0,0.0,0.0,nan,0.0,101.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7940398111797948e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,107.0,0.0,0.0,nan,0.0,109.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8012642281249564e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,6.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,121.0,0.0,0.0,nan,0.0,118.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7998230680531482e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,5.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,121.0,0.0,0.0,nan,0.0,106.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.802639810895277e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,7.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,131.0,0.0,0.0,1.0,0.0,115.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.802317730608867e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,138.0,0.0,0.0,nan,0.0,129.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7970308963566774e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/21/2024 08:19,<NA>,Historia de Instagram,nan,Total,215.0,0.0,0.0,2.0,0.0,219.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7899561673891856e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,6.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,129.0,1.0,0.0,1.0,1.0,122.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7907098750936468e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,133.0,0.0,0.0,nan,0.0,128.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8090540970416492e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,7.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,140.0,0.0,0.0,nan,0.0,133.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.807642550842237e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,145.0,0.0,0.0,nan,0.0,140.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.799323638235668e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,8.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,153.0,0.0,0.0,nan,0.0,149.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7993463029364488e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,173.0,1.0,0.0,nan,0.0,169.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8019612730121976e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/19/2024 07:29,<NA>,Historia de Instagram,nan,Total,281.0,2.0,0.0,2.0,0.0,280.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8022805909312656e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,03/16/2024 17:43,<NA>,Historia de Instagram,nan,Total,292.0,4.0,0.0,1.0,1.0,283.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8217484461274e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/16/2024 17:40,<NA>,Historia de Instagram,nan,Total,466.0,1.0,0.0,nan,0.0,471.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7882059677017292e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/11/2024 16:59,<NA>,Historia de Instagram,nan,Total,371.0,0.0,0.0,2.0,0.0,374.0,1.0,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8040231819688296e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/11/2024 16:59,<NA>,Historia de Instagram,nan,Total,524.0,2.0,0.0,7.0,0.0,502.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.828773295908816e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/05/2024 17:33,<NA>,Historia de Instagram,nan,Total,159.0,0.0,0.0,nan,0.0,163.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8040155235706948e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/05/2024 17:33,<NA>,Historia de Instagram,nan,Total,184.0,1.0,0.0,nan,0.0,182.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8001638749523122e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/05/2024 17:33,<NA>,Historia de Instagram,nan,Total,294.0,2.0,0.0,3.0,0.0,290.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8050697049579476e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/04/2024 08:18,<NA>,Historia de Instagram,nan,Total,217.0,0.0,0.0,2.0,0.0,229.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8009796466247716e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/04/2024 08:18,<NA>,Historia de Instagram,nan,Total,261.0,1.0,0.0,1.0,0.0,263.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8033058039849704e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,03/04/2024 08:18,<NA>,Historia de Instagram,nan,Total,366.0,0.0,0.0,2.0,1.0,337.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.800390765817459e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,15.0,02/26/2024 18:28,<NA>,Historia de Instagram,nan,Total,800.0,4.0,0.0,12.0,0.0,844.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8021619736009096e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,14.0,02/23/2024 18:16,<NA>,Historia de Instagram,nan,Total,148.0,3.0,0.0,2.0,0.0,152.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8053140738512024e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,17.0,02/23/2024 18:09,<NA>,Historia de Instagram,nan,Total,170.0,2.0,0.0,nan,0.0,169.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8010297595266608e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,9.0,02/23/2024 17:46,<NA>,Historia de Instagram,nan,Total,243.0,1.0,0.0,2.0,0.0,245.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7972923256527942e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/23/2024 05:57,<NA>,Historia de Instagram,nan,Total,148.0,0.0,0.0,nan,0.0,156.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8017821243929936e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/23/2024 05:57,<NA>,Historia de Instagram,nan,Total,154.0,0.0,0.0,nan,0.0,165.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8000913439455078e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/23/2024 05:57,<NA>,Historia de Instagram,nan,Total,165.0,0.0,0.0,1.0,0.0,178.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.796711312957454e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/23/2024 05:57,<NA>,Historia de Instagram,nan,Total,187.0,1.0,0.0,nan,0.0,197.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8093913939397016e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/23/2024 05:57,<NA>,Historia de Instagram,nan,Total,302.0,0.0,0.0,2.0,0.0,311.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7846697573143152e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,02/21/2024 17:34,<NA>,Historia de Instagram,nan,Total,172.0,2.0,0.0,nan,0.0,176.0,4.0,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.785011362212738e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/21/2024 17:34,<NA>,Historia de Instagram,nan,Total,190.0,0.0,0.0,1.0,0.0,200.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8030567940731012e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,02/21/2024 17:34,<NA>,Historia de Instagram,nan,Total,302.0,0.0,0.0,3.0,0.0,305.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
